"GridSeen","GridDone","Generation","PartID","PrevPartID","TrialNb","DateTime","ChainNb","TetrominoDone","BinTetroDone","TopBottomDone","RightLeftDone","TetrominoSeen","BinTetroSeen","TopBottomSeen","RightLeftSeen","Score","Symmetry","SymmetryBin","TrialName"
1751,266,10,"B_10","B_09",5,"Wed Jul 11 14:59:18 2018",2,"Line",1,"Und","Left","Line",1,"Bottom","Und",0,"None",0,1
855,238,1,"C_01","C_seed",1,"Mon Jul 16 15:22:18 2018",3,"T shape",1,"Und","Left","None",0,"Und","Und",1,"None",0,1
294,222,1,"C_01","C_seed",2,"Mon Jul 16 15:22:28 2018",3,"None",0,"Und","Und","None",0,"Und","Und",0,"None",0,2
54,1264,1,"C_01","C_seed",3,"Mon Jul 16 15:22:38 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,3
99,1585,1,"C_01","C_seed",4,"Mon Jul 16 15:22:47 2018",3,"L shape",1,"Und","Left","None",0,"Und","Und",1,"None",0,4
1119,376,1,"C_01","C_seed",5,"Mon Jul 16 15:22:59 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,5
886,1285,1,"C_01","C_seed",6,"Mon Jul 16 15:23:08 2018",3,"None",0,"Und","Und","L shape",1,"Top","Und",1,"None",0,6
671,367,1,"C_01","C_seed",7,"Mon Jul 16 15:23:19 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,7
1551,1137,1,"C_01","C_seed",8,"Mon Jul 16 15:23:32 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,8
1331,225,1,"C_01","C_seed",9,"Mon Jul 16 15:23:42 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,9
1646,1,1,"C_01","C_seed",10,"Mon Jul 16 15:23:50 2018",3,"Line",1,"Top","Und","None",0,"Und","Und",1,"None",0,10
284,1223,1,"C_01","C_seed",11,"Mon Jul 16 15:23:59 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,11
824,1630,1,"C_01","C_seed",12,"Mon Jul 16 15:24:08 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,12
862,1566,1,"C_01","C_seed",13,"Mon Jul 16 15:24:21 2018",3,"None",0,"Und","Und","None",0,"Und","Und",0,"None",0,13
166,1171,1,"C_01","C_seed",14,"Mon Jul 16 15:24:31 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,14
434,1206,1,"C_01","C_seed",15,"Mon Jul 16 15:24:40 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,15
1269,26,1,"C_01","C_seed",16,"Mon Jul 16 15:24:47 2018",3,"Square",1,"Top","Left","None",0,"Und","Right",1,"Vert",1,16
1294,33,1,"C_01","C_seed",17,"Mon Jul 16 15:24:56 2018",3,"None",0,"Und","Left","None",0,"Und","Und",1,"None",0,17
514,1712,1,"C_01","C_seed",18,"Mon Jul 16 15:25:05 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,18
740,190,1,"C_01","C_seed",19,"Mon Jul 16 15:25:15 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,19
1074,211,1,"C_01","C_seed",20,"Mon Jul 16 15:25:26 2018",3,"None",0,"Und","Und","None",0,"Und","Und",1,"None",0,20
1,1326,2,"C_02","C_01",17,"Mon Jul 16 15:30:02 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,10
26,1010,2,"C_02","C_01",13,"Mon Jul 16 15:29:36 2018",3,"Line",1,"Und","Right","Square",1,"Top","Left",1,"Vert",1,16
33,1010,2,"C_02","C_01",10,"Mon Jul 16 15:29:15 2018",3,"Line",1,"Und","Right","None",0,"Und","Left",1,"Vert",1,17
190,1010,2,"C_02","C_01",14,"Mon Jul 16 15:29:42 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,19
211,1010,2,"C_02","C_01",15,"Mon Jul 16 15:29:49 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,20
222,943,2,"C_02","C_01",18,"Mon Jul 16 15:30:08 2018",3,"S shape",1,"Und","Und","None",0,"Und","Und",1,"None",0,2
225,732,2,"C_02","C_01",12,"Mon Jul 16 15:29:29 2018",3,"None",0,"Und","Und","None",0,"Und","Und",0,"None",0,9
238,1043,2,"C_02","C_01",7,"Mon Jul 16 15:28:54 2018",3,"None",0,"Und","Right","T shape",1,"Und","Left",1,"Vert",1,1
367,457,2,"C_02","C_01",19,"Mon Jul 16 15:30:16 2018",3,"L shape",1,"Top","Und","None",0,"Und","Und",1,"None",0,7
376,844,2,"C_02","C_01",20,"Mon Jul 16 15:30:23 2018",3,"L shape",1,"Und","Right","None",0,"Und","Und",1,"None",0,5
1137,679,2,"C_02","C_01",9,"Mon Jul 16 15:29:08 2018",3,"L shape",1,"Und","Und","None",0,"Und","Und",1,"None",0,8
1171,1010,2,"C_02","C_01",3,"Mon Jul 16 15:28:24 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,14
1206,682,2,"C_02","C_01",11,"Mon Jul 16 15:29:21 2018",3,"Line",1,"Und","Left","None",0,"Und","Und",1,"None",0,15
1223,898,2,"C_02","C_01",4,"Mon Jul 16 15:28:32 2018",3,"None",0,"Und","Und","None",0,"Und","Und",0,"None",0,11
1264,1010,2,"C_02","C_01",5,"Mon Jul 16 15:28:39 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,3
1285,1010,2,"C_02","C_01",16,"Mon Jul 16 15:29:55 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,6
1566,1,2,"C_02","C_01",8,"Mon Jul 16 15:29:01 2018",3,"Line",1,"Top","Und","None",0,"Und","Und",1,"None",0,13
1585,1,2,"C_02","C_01",6,"Mon Jul 16 15:28:46 2018",3,"Line",1,"Top","Und","L shape",1,"Und","Left",1,"None",0,4
1630,1,2,"C_02","C_01",1,"Mon Jul 16 15:28:08 2018",3,"Line",1,"Top","Und","None",0,"Und","Und",1,"None",0,12
1712,1,2,"C_02","C_01",2,"Mon Jul 16 15:28:17 2018",3,"Line",1,"Top","Und","None",0,"Und","Und",1,"None",0,18
1,1326,3,"C_03","C_02",8,"Mon Jul 16 16:04:05 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,18
1,1326,3,"C_03","C_02",13,"Mon Jul 16 16:04:39 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,13
1,1263,3,"C_03","C_02",6,"Mon Jul 16 16:03:53 2018",3,"Line",1,"Und","Right","Line",1,"Top","Und",0,"None",0,12
1,1326,3,"C_03","C_02",1,"Mon Jul 16 16:03:19 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,4
457,1627,3,"C_03","C_02",10,"Mon Jul 16 16:04:19 2018",3,"L shape",1,"Und","Right","L shape",1,"Top","Und",1,"None",0,7
679,1263,3,"C_03","C_02",12,"Mon Jul 16 16:04:33 2018",3,"Line",1,"Und","Right","L shape",1,"Und","Und",1,"None",0,8
682,1263,3,"C_03","C_02",7,"Mon Jul 16 16:03:59 2018",3,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,15
732,266,3,"C_03","C_02",18,"Mon Jul 16 16:05:14 2018",3,"Line",1,"Und","Left","None",0,"Und","Und",0,"None",0,9
844,682,3,"C_03","C_02",11,"Mon Jul 16 16:04:26 2018",3,"Line",1,"Und","Left","L shape",1,"Und","Right",1,"Vert",1,5
898,1263,3,"C_03","C_02",20,"Mon Jul 16 16:05:27 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,11
943,682,3,"C_03","C_02",5,"Mon Jul 16 16:03:46 2018",3,"Line",1,"Und","Left","S shape",1,"Und","Und",0,"None",0,2
1010,1263,3,"C_03","C_02",17,"Mon Jul 16 16:05:06 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,19
1010,1263,3,"C_03","C_02",2,"Mon Jul 16 16:03:26 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,14
1010,1263,3,"C_03","C_02",9,"Mon Jul 16 16:04:12 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,16
1010,1263,3,"C_03","C_02",14,"Mon Jul 16 16:04:45 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,6
1010,1263,3,"C_03","C_02",19,"Mon Jul 16 16:05:20 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,20
1010,1263,3,"C_03","C_02",15,"Mon Jul 16 16:04:53 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,3
1010,1263,3,"C_03","C_02",4,"Mon Jul 16 16:03:39 2018",3,"Line",1,"Und","Right","Line",1,"Und","Right",1,"None",0,17
1043,545,3,"C_03","C_02",3,"Mon Jul 16 16:03:33 2018",3,"None",0,"Top","Und","None",0,"Und","Right",1,"None",0,1
1326,1,3,"C_03","C_02",16,"Mon Jul 16 16:04:59 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,10
1,1818,4,"C_04","C_03",11,"Tue Jul 17 11:34:38 2018",3,"None",0,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,10
266,1089,4,"C_04","C_03",12,"Tue Jul 17 11:34:45 2018",3,"None",0,"Und","Right","Line",1,"Und","Left",1,"Vert",1,9
545,266,4,"C_04","C_03",18,"Tue Jul 17 11:35:22 2018",3,"Line",1,"Und","Left","None",0,"Top","Und",1,"None",0,1
682,857,4,"C_04","C_03",10,"Tue Jul 17 11:34:31 2018",3,"None",0,"Und","Right","Line",1,"Und","Left",1,"Vert",1,2
682,841,4,"C_04","C_03",15,"Tue Jul 17 11:35:03 2018",3,"Square",1,"Top","Right","Line",1,"Und","Left",1,"Vert",1,5
1263,266,4,"C_04","C_03",2,"Tue Jul 17 11:33:33 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,19
1263,267,4,"C_04","C_03",6,"Tue Jul 17 11:34:01 2018",3,"None",0,"Und","Left","Line",1,"Und","Right",1,"Vert",1,14
1263,40,4,"C_04","C_03",16,"Tue Jul 17 11:35:09 2018",3,"L shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,11
1263,1438,4,"C_04","C_03",20,"Tue Jul 17 11:35:33 2018",3,"S shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,3
1263,266,4,"C_04","C_03",9,"Tue Jul 17 11:34:23 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,20
1263,266,4,"C_04","C_03",1,"Tue Jul 17 11:33:27 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,8
1263,40,4,"C_04","C_03",17,"Tue Jul 17 11:35:14 2018",3,"L shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,16
1263,26,4,"C_04","C_03",4,"Tue Jul 17 11:33:47 2018",3,"Square",1,"Top","Left","Line",1,"Und","Right",1,"Vert",1,17
1263,40,4,"C_04","C_03",3,"Tue Jul 17 11:33:40 2018",3,"L shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,15
1263,238,4,"C_04","C_03",14,"Tue Jul 17 11:34:57 2018",3,"T shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,6
1263,1782,4,"C_04","C_03",19,"Tue Jul 17 11:35:27 2018",3,"L shape",1,"Bottom","Und","Line",1,"Und","Right",1,"None",0,12
1326,1,4,"C_04","C_03",7,"Tue Jul 17 11:34:08 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,18
1326,1782,4,"C_04","C_03",5,"Tue Jul 17 11:33:54 2018",3,"L shape",1,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,4
1326,1804,4,"C_04","C_03",13,"Tue Jul 17 11:34:51 2018",3,"None",0,"Bottom","Und","Line",1,"Top","Und",1,"Horiz",1,13
1627,211,4,"C_04","C_03",8,"Tue Jul 17 11:34:16 2018",3,"None",0,"Und","Und","L shape",1,"Und","Right",1,"None",0,7
1,1326,5,"C_05","C_04",20,"Tue Jul 17 15:00:13 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,18
26,841,5,"C_05","C_04",18,"Tue Jul 17 15:00:01 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,17
40,841,5,"C_05","C_04",1,"Tue Jul 17 14:58:00 2018",3,"Square",1,"Top","Right","L shape",1,"Und","Left",1,"Vert",1,16
40,841,5,"C_05","C_04",11,"Tue Jul 17 14:59:13 2018",3,"Square",1,"Top","Right","L shape",1,"Und","Left",1,"Vert",1,15
40,841,5,"C_05","C_04",2,"Tue Jul 17 14:58:07 2018",3,"Square",1,"Top","Right","L shape",1,"Und","Left",1,"Vert",1,11
211,479,5,"C_05","C_04",16,"Tue Jul 17 14:59:49 2018",3,"Square",1,"Top","Und","None",0,"Und","Und",1,"None",0,7
238,458,5,"C_05","C_04",7,"Tue Jul 17 14:58:44 2018",3,"T shape",1,"Top","Und","T shape",1,"Und","Left",1,"None",0,6
266,682,5,"C_05","C_04",4,"Tue Jul 17 14:58:21 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,20
266,682,5,"C_05","C_04",3,"Tue Jul 17 14:58:14 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,8
266,682,5,"C_05","C_04",13,"Tue Jul 17 14:59:26 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,19
266,457,5,"C_05","C_04",8,"Tue Jul 17 14:58:52 2018",3,"L shape",1,"Top","Und","Line",1,"Und","Left",1,"None",0,1
267,457,5,"C_05","C_04",10,"Tue Jul 17 14:59:06 2018",3,"L shape",1,"Top","Und","None",0,"Und","Left",1,"None",0,14
841,26,5,"C_05","C_04",12,"Tue Jul 17 14:59:19 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,5
857,26,5,"C_05","C_04",6,"Tue Jul 17 14:58:34 2018",3,"Square",1,"Top","Left","None",0,"Und","Right",1,"Vert",1,2
1089,26,5,"C_05","C_04",19,"Tue Jul 17 15:00:07 2018",3,"Square",1,"Top","Left","None",0,"Und","Right",1,"Vert",1,9
1438,458,5,"C_05","C_04",17,"Tue Jul 17 14:59:55 2018",3,"T shape",1,"Top","Und","S shape",1,"Und","Left",1,"None",0,3
1782,682,5,"C_05","C_04",14,"Tue Jul 17 14:59:34 2018",3,"Line",1,"Und","Left","L shape",1,"Bottom","Und",0,"None",0,12
1782,1,5,"C_05","C_04",9,"Tue Jul 17 14:58:59 2018",3,"Line",1,"Top","Und","L shape",1,"Bottom","Und",1,"Horiz",1,4
1804,1,5,"C_05","C_04",5,"Tue Jul 17 14:58:28 2018",3,"Line",1,"Top","Und","None",0,"Bottom","Und",1,"Horiz",1,13
1818,1,5,"C_05","C_04",15,"Tue Jul 17 14:59:42 2018",3,"Line",1,"Top","Und","None",0,"Bottom","Und",1,"Horiz",1,10
1,1326,6,"C_07","C_05",10,"Wed Jul 18 11:15:26 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,4
1,1326,6,"C_07","C_05",3,"Wed Jul 18 11:14:40 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,10
1,1326,6,"C_07","C_05",12,"Wed Jul 18 11:15:39 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,13
26,841,6,"C_07","C_05",18,"Wed Jul 18 11:16:19 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,2
26,841,6,"C_07","C_05",7,"Wed Jul 18 11:15:06 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,9
26,26,6,"C_07","C_05",19,"Wed Jul 18 11:16:27 2018",3,"Square",1,"Top","Left","Square",1,"Top","Left",0,"None",0,5
457,246,6,"C_07","C_05",6,"Wed Jul 18 11:14:59 2018",3,"None",0,"Top","Und","L shape",1,"Top","Und",1,"None",0,1
457,246,6,"C_07","C_05",14,"Wed Jul 18 11:15:52 2018",3,"None",0,"Top","Und","L shape",1,"Top","Und",1,"None",0,14
458,237,6,"C_07","C_05",11,"Wed Jul 18 11:15:32 2018",3,"None",0,"Top","Und","T shape",1,"Top","Und",1,"None",0,6
458,170,6,"C_07","C_05",9,"Wed Jul 18 11:15:19 2018",3,"None",0,"Top","Und","T shape",1,"Top","Und",0,"None",0,3
479,172,6,"C_07","C_05",13,"Wed Jul 18 11:15:46 2018",3,"None",0,"Top","Und","Square",1,"Top","Und",1,"None",0,7
682,266,6,"C_07","C_05",20,"Wed Jul 18 11:16:33 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,20
682,266,6,"C_07","C_05",17,"Wed Jul 18 11:16:13 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,8
682,266,6,"C_07","C_05",15,"Wed Jul 18 11:15:59 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,19
682,1,6,"C_07","C_05",1,"Wed Jul 18 11:14:26 2018",3,"Line",1,"Top","Und","Line",1,"Und","Left",0,"None",0,12
841,26,6,"C_07","C_05",8,"Wed Jul 18 11:15:13 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,15
841,26,6,"C_07","C_05",2,"Wed Jul 18 11:14:33 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,17
841,26,6,"C_07","C_05",16,"Wed Jul 18 11:16:06 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,16
841,26,6,"C_07","C_05",5,"Wed Jul 18 11:14:52 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,11
1326,1,6,"C_07","C_05",4,"Wed Jul 18 11:14:46 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,18
1,1326,7,"C_08","C_07",15,"Wed Jul 18 11:21:09 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,18
1,1326,7,"C_08","C_07",2,"Wed Jul 18 11:19:41 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,12
26,841,7,"C_08","C_07",13,"Wed Jul 18 11:20:56 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,15
26,841,7,"C_08","C_07",5,"Wed Jul 18 11:20:02 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,17
26,841,7,"C_08","C_07",9,"Wed Jul 18 11:20:28 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,11
26,841,7,"C_08","C_07",11,"Wed Jul 18 11:20:41 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,16
26,841,7,"C_08","C_07",1,"Wed Jul 18 11:19:35 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,5
170,491,7,"C_08","C_07",19,"Wed Jul 18 11:21:38 2018",3,"None",0,"Und","Und","None",0,"Top","Und",1,"None",0,3
172,479,7,"C_08","C_07",4,"Wed Jul 18 11:19:55 2018",3,"Square",1,"Top","Und","None",0,"Top","Und",1,"None",0,7
237,831,7,"C_08","C_07",20,"Wed Jul 18 11:21:45 2018",3,"S shape",1,"Top","Und","None",0,"Top","Und",0,"None",0,6
246,457,7,"C_08","C_07",10,"Wed Jul 18 11:20:35 2018",3,"L shape",1,"Top","Und","None",0,"Top","Und",1,"None",0,1
246,457,7,"C_08","C_07",12,"Wed Jul 18 11:20:48 2018",3,"L shape",1,"Top","Und","None",0,"Top","Und",1,"None",0,14
266,682,7,"C_08","C_07",16,"Wed Jul 18 11:21:15 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,20
266,682,7,"C_08","C_07",14,"Wed Jul 18 11:21:02 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,8
266,682,7,"C_08","C_07",7,"Wed Jul 18 11:20:15 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,19
841,26,7,"C_08","C_07",17,"Wed Jul 18 11:21:21 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,2
841,26,7,"C_08","C_07",6,"Wed Jul 18 11:20:09 2018",3,"Square",1,"Top","Left","Square",1,"Top","Right",1,"Vert",1,9
1326,1,7,"C_08","C_07",8,"Wed Jul 18 11:20:22 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,13
1326,266,7,"C_08","C_07",18,"Wed Jul 18 11:21:31 2018",3,"Line",1,"Und","Left","Line",1,"Top","Und",0,"None",0,10
1326,1350,7,"C_08","C_07",3,"Wed Jul 18 11:19:49 2018",3,"S shape",1,"Und","Und","Line",1,"Top","Und",0,"None",0,4
1,1326,8,"C_10","C_08",15,"Wed Jul 18 13:47:54 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,13
26,841,8,"C_10","C_08",20,"Wed Jul 18 13:48:36 2018",3,"Square",1,"Top","Right","Square",1,"Top","Left",1,"Vert",1,9
26,1263,8,"C_10","C_08",3,"Wed Jul 18 13:46:28 2018",3,"Line",1,"Und","Right","Square",1,"Top","Left",1,"Vert",1,2
266,1263,8,"C_10","C_08",5,"Wed Jul 18 13:46:42 2018",3,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,10
457,1624,8,"C_10","C_08",19,"Wed Jul 18 13:48:29 2018",3,"Square",1,"Und","Right","L shape",1,"Top","Und",1,"None",0,1
457,1632,8,"C_10","C_08",1,"Wed Jul 18 13:46:14 2018",3,"L shape",1,"Und","Right","L shape",1,"Top","Und",1,"None",0,14
479,1263,8,"C_10","C_08",4,"Wed Jul 18 13:46:35 2018",3,"Line",1,"Und","Right","Square",1,"Top","Und",1,"None",0,7
491,1263,8,"C_10","C_08",16,"Wed Jul 18 13:48:04 2018",3,"Line",1,"Und","Right","None",0,"Und","Und",1,"None",0,3
682,1263,8,"C_10","C_08",6,"Wed Jul 18 13:46:49 2018",3,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,20
682,1263,8,"C_10","C_08",2,"Wed Jul 18 13:46:21 2018",3,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,8
682,1263,8,"C_10","C_08",11,"Wed Jul 18 13:47:25 2018",3,"Line",1,"Und","Right","Line",1,"Und","Left",1,"Vert",1,19
831,1811,8,"C_10","C_08",14,"Wed Jul 18 13:47:45 2018",3,"Square",1,"Bottom","Right","S shape",1,"Top","Und",1,"Horiz",1,6
841,1811,8,"C_10","C_08",9,"Wed Jul 18 13:47:09 2018",3,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,15
841,1811,8,"C_10","C_08",7,"Wed Jul 18 13:46:56 2018",3,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,5
841,1811,8,"C_10","C_08",12,"Wed Jul 18 13:47:32 2018",3,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,16
841,1811,8,"C_10","C_08",13,"Wed Jul 18 13:47:38 2018",3,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,11
841,1811,8,"C_10","C_08",8,"Wed Jul 18 13:47:03 2018",3,"Square",1,"Bottom","Right","Square",1,"Top","Right",1,"Horiz",1,17
1326,1811,8,"C_10","C_08",10,"Wed Jul 18 13:47:17 2018",3,"Square",1,"Bottom","Right","Line",1,"Top","Und",1,"Horiz",1,18
1326,1,8,"C_10","C_08",17,"Wed Jul 18 13:48:11 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,12
1350,857,8,"C_10","C_08",18,"Wed Jul 18 13:48:20 2018",3,"None",0,"Und","Right","S shape",1,"Und","Und",1,"None",0,4
1,1450,9,"C_11","C_10",17,"Wed Jul 18 14:13:08 2018",3,"L shape",1,"Und","Left","Line",1,"Top","Und",1,"None",0,12
841,266,9,"C_11","C_10",5,"Wed Jul 18 14:11:54 2018",3,"Line",1,"Und","Left","Square",1,"Top","Right",1,"Vert",1,9
857,266,9,"C_11","C_10",4,"Wed Jul 18 14:11:48 2018",3,"Line",1,"Und","Left","None",0,"Und","Right",1,"Vert",1,4
1263,266,9,"C_11","C_10",2,"Wed Jul 18 14:11:35 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,20
1263,266,9,"C_11","C_10",19,"Wed Jul 18 14:13:19 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,7
1263,4,9,"C_11","C_10",7,"Wed Jul 18 14:12:06 2018",3,"L shape",1,"Top","Und","Line",1,"Und","Right",1,"None",0,3
1263,266,9,"C_11","C_10",3,"Wed Jul 18 14:11:41 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,2
1263,263,9,"C_11","C_10",8,"Wed Jul 18 14:12:12 2018",3,"L shape",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,19
1263,26,9,"C_11","C_10",9,"Wed Jul 18 14:12:19 2018",3,"Square",1,"Top","Left","Line",1,"Und","Right",1,"Vert",1,8
1263,266,9,"C_11","C_10",16,"Wed Jul 18 14:13:01 2018",3,"Line",1,"Und","Left","Line",1,"Und","Right",1,"Vert",1,10
1326,1,9,"C_11","C_10",18,"Wed Jul 18 14:13:13 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,13
1624,266,9,"C_11","C_10",6,"Wed Jul 18 14:12:00 2018",3,"Line",1,"Und","Left","Square",1,"Und","Right",1,"Vert",1,1
1632,266,9,"C_11","C_10",10,"Wed Jul 18 14:12:25 2018",3,"Line",1,"Und","Left","L shape",1,"Und","Right",1,"Vert",1,14
1811,266,9,"C_11","C_10",11,"Wed Jul 18 14:12:31 2018",3,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,6
1811,266,9,"C_11","C_10",15,"Wed Jul 18 14:12:55 2018",3,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,16
1811,266,9,"C_11","C_10",13,"Wed Jul 18 14:12:43 2018",3,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,11
1811,266,9,"C_11","C_10",20,"Wed Jul 18 14:13:25 2018",3,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,17
1811,266,9,"C_11","C_10",14,"Wed Jul 18 14:12:50 2018",3,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,15
1811,1,9,"C_11","C_10",1,"Wed Jul 18 14:11:29 2018",3,"Line",1,"Top","Und","Square",1,"Bottom","Right",1,"Horiz",1,5
1811,266,9,"C_11","C_10",12,"Wed Jul 18 14:12:37 2018",3,"Line",1,"Und","Left","Square",1,"Bottom","Right",1,"Vert",1,18
1,1326,10,"C_12","C_11",1,"Wed Jul 18 14:33:56 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,5
1,1326,10,"C_12","C_11",18,"Wed Jul 18 14:35:45 2018",3,"Line",1,"Top","Und","Line",1,"Top","Und",1,"None",0,13
4,1343,10,"C_12","C_11",8,"Wed Jul 18 14:34:41 2018",3,"Square",1,"Und","Left","L shape",1,"Top","Und",1,"None",0,3
26,1639,10,"C_12","C_11",16,"Wed Jul 18 14:35:32 2018",3,"L shape",1,"Und","Und","Square",1,"Top","Left",1,"None",0,8
263,479,10,"C_12","C_11",9,"Wed Jul 18 14:34:47 2018",3,"Square",1,"Top","Und","L shape",1,"Und","Left",1,"None",0,19
266,682,10,"C_12","C_11",2,"Wed Jul 18 14:34:02 2018",3,"Line",1,"Und","Left","Line",1,"Und","Left",1,"None",0,15
